Authors,Journal,Title,Year,PMCID,PMID,URL,Impact Factor
"He, J., Li, G., Wu, Y., Zhang, T., Yao, M., Zang, M., Zou, J., Song, J., Li, L., Chen, Q., Cao, G. and Cai, L.",Front Pharmacol,Traditional Chinese Medicine JianPiHuaTan formula improving quality of life and survival in patients with colorectal cancer through RAS/RAF downstream signaling pathways,2024,PMC11225497,38974035,https://www.ncbi.nlm.nih.gov/pubmed/38974035,4.4
"Iwasaki, T., Watanabe, R., Ito, H., Fujii, T., Ohmura, K., Yoshitomi, H., Murata, K., Murakami, K., Onishi, A., Tanaka, M., Matsuda, S., Matsuda, F., Morinobu, A. and Hashimoto, M.",Arthritis Res Ther,Monocyte-derived transcriptomes explain the ineffectiveness of abatacept in rheumatoid arthritis,2024,PMC10759752,38167328,https://www.ncbi.nlm.nih.gov/pubmed/38167328,4.4
"Jeuken, G. S. and Kall, L.",Bioinformatics,Pathway analysis through mutual information,2024,PMC10783954,38195928,https://www.ncbi.nlm.nih.gov/pubmed/38195928,4.4
"Jiang, F., Tao, Z., Zhang, Y., Xie, X., Bao, Y., Hu, Y., Ding, J. and Wu, C.",Cell Signal,Machine learning combined with single-cell analysis reveals predictive capacity and immunotherapy response of T cell exhaustion-associated lncRNAs in uterine corpus endometrial carcinoma,2024,,38311301,https://www.ncbi.nlm.nih.gov/pubmed/38311301,4.4
"Kaistha, B. P., Kar, G., Dannhorn, A., Watkins, A., Opoku-Ansah, G., Ilieva, K., Mullins, S., Anderton, J., Galvani, E., Garcon, F., Lapointe, J. M., Brown, L., Hair, J., Slidel, T., Luheshi, N., Ryan, K., Hardaker, E., Dovedi, S., Kumar, R., Wilkinson, R. W., Hammond, S. A. and Eyles, J.",Cancer Biol Ther,Efficacy and pharmacodynamic effect of anti-CD73 and anti-PD-L1 monoclonal antibodies in combination with cytotoxic therapy: observations from mouse tumor models,2024,PMC10793677,38206570,https://www.ncbi.nlm.nih.gov/pubmed/38206570,4.4
"Kuhlman, B. M., Diaz, J. H., Simon, T., Reeves, K. D., Walker, S. J., Atala, A., Almeida-Porada, G. and Porada, C. D.",NPJ Microgravity,Simulated microgravity impairs human NK cell cytotoxic activity against space radiation-relevant leukemic cells,2024,PMC11324864,39143086,https://www.ncbi.nlm.nih.gov/pubmed/39143086,4.4
"Lin, Y., Li, R., Li, T., Zhao, W., Ye, Q., Dong, C. and Gao, Y.",Environ Toxicol,A prognostic model for hepatocellular carcinoma patients based on polyunsaturated fatty acid-related genes,2024,,38682322,https://www.ncbi.nlm.nih.gov/pubmed/38682322,4.4
"Lin, Y., Li, Y., Liang, G., Yang, X., Yang, J., Hu, Q., Sun, J., Zhang, C., Fang, H. and Liu, A.",FASEB J,Single-cell transcriptome analysis of aging mouse liver,2024,,38334462,https://www.ncbi.nlm.nih.gov/pubmed/38334462,4.4
"Liu, G., Zhang, S., Mo, Z., Huang, T., Yu, Q., Lu, X. and He, P.",Front Pharmacol,Association of thrombocytopenia with immune checkpoint inhibitors: a large-scale pharmacovigilance analysis based on the data from FDA adverse event reporting system database,2024,PMC11215080,38953101,https://www.ncbi.nlm.nih.gov/pubmed/38953101,4.4
"Liu, X., Hu, J. and Zheng, J.",Bioinformatics,SL-Miner: a web server for mining evidence and prioritization of cancer-specific synthetic lethality,2024,PMC10868331,38244572,https://www.ncbi.nlm.nih.gov/pubmed/38244572,4.4
"Liu, Y., Qi, L., Ye, B., Wang, A., Lu, J., Qu, L., Luo, P., Wang, L. and Jiang, A.",Cancer Biol Ther,"MOICS, a novel classier deciphering immune heterogeneity and aid precise management of clear cell renal cell carcinoma at multiomics level",2024,PMC11057626,38659199,https://www.ncbi.nlm.nih.gov/pubmed/38659199,4.4
"Loubaton, R., Champagnat, N., Vallois, P. and Vallat, L.",Bioinformatics,MultiRNAflow: integrated analysis of temporal RNA-seq data with multiple biological conditions,2024,PMC11139518,38810104,https://www.ncbi.nlm.nih.gov/pubmed/38810104,4.4
"Lv, X., Ma, W., Miao, X., Hu, S. and Xie, H.",Environ Toxicol,Navigating colorectal cancer prognosis: A Treg-related signature discovered through single-cell and bulk transcriptomic approaches,2024,,38459654,https://www.ncbi.nlm.nih.gov/pubmed/38459654,4.4
"Ma, C., Zhao, H., Sun, Y., Ding, W., Wang, H., Li, Y. and Gu, Z.",Cell Signal,"Deciphering disulfidptosis: Uncovering a lncRNA-based signature for prognostic assessment, personalized immunotherapy, and therapeutic agent selection in lung adenocarcinoma patients",2024,,38369264,https://www.ncbi.nlm.nih.gov/pubmed/38369264,4.4
"Ma, D., Liu, S., Liu, K., Kong, L., Xiao, L., Xin, Q., Jiang, C. and Wu, J.",Cancer Biol Ther,MDFI promotes the proliferation and tolerance to chemotherapy of colorectal cancer cells by binding ITGB4/LAMB3 to activate the AKT signaling pathway,2024,PMC10880501,38375821,https://www.ncbi.nlm.nih.gov/pubmed/38375821,4.4
"Ma, Y., Tang, R., Huang, P., Li, D., Liao, M. and Gao, S.",Front Pharmacol,Mitochondrial energy metabolism-related gene signature as a prognostic indicator for pancreatic adenocarcinoma,2024,PMC10987750,38572434,https://www.ncbi.nlm.nih.gov/pubmed/38572434,4.4
"O'Sullivan, P. A., Aidarova, A., Afonina, I. S., Manils, J., Thurston, T. L. M., Instrell, R., Howell, M., Boeing, S., Ranawana, S., Herpels, M. B., Chetian, R., Bassa, M., Flynn, H., Frith, D., Snijders, A. P., Howes, A., Beyaert, R., Bowcock, A. M. and Ley, S. C.",Biochem J,CARD14 signalosome formation is associated with its endosomal relocation and mTORC1-induced keratinocyte proliferation,2024,,39145956,https://www.ncbi.nlm.nih.gov/pubmed/39145956,4.4
"Qu, C., Wu, Q., Lu, J. and Li, F.",Environ Toxicol,Prognostic value and potential mechanism of cellular senescence and tumor microenvironment in hepatocellular carcinoma: Insights from bulk transcriptomics and single-cell sequencing analysis,2024,,38189188,https://www.ncbi.nlm.nih.gov/pubmed/38189188,4.4
"Ruiz, M., Devkota, R., Bergh, P. O., Nik, A. M., Blid Skoldheden, S., Mondejar-Duran, J., Tufvesson-Alm, M., Bohlooly, Y. M., Sanchez, D., Carlsson, P., Henricsson, M., Jerlhag, E., Boren, J. and Pilon, M.",FASEB J,Aging AdipoR2-deficient mice are hyperactive with enlarged brains excessively rich in saturated fatty acids,2024,,38989587,https://www.ncbi.nlm.nih.gov/pubmed/38989587,4.4
"Sehgal, M., Nayak, S. P., Sahoo, S., Somarelli, J. A. and Jolly, M. K.",Cancer Biol Ther,Mutually exclusive teams-like patterns of gene regulation characterize phenotypic heterogeneity along the noradrenergic-mesenchymal axis in neuroblastoma,2024,PMC10795782,38230570,https://www.ncbi.nlm.nih.gov/pubmed/38230570,4.4
"Sun, J., Li, X., Wang, Q., Chen, P., Zhao, L. and Gao, Y.",Front Pharmacol,Proteomic profiling and biomarker discovery for predicting the response to PD-1 inhibitor immunotherapy in gastric cancer patients,2024,PMC11176556,38881867,https://www.ncbi.nlm.nih.gov/pubmed/38881867,4.4
"Tepeli, Y. I., Seale, C. and Goncalves, J. P.",Bioinformatics,ELISL: early-late integrated synthetic lethality prediction in cancer,2024,,38113447,https://www.ncbi.nlm.nih.gov/pubmed/38113447,4.4
"Wang, L., Zhou, J., Wang, X., Wang, Y. and Li, J.",Bioinformatics,MCDHGN: heterogeneous network-based cancer driver gene prediction and interpretability analysis,2024,PMC11256962,38867699,https://www.ncbi.nlm.nih.gov/pubmed/38867699,4.4
"Wang, S., Yang, J., Huang, W., Yu, Z., Mao, Y., Feng, Y. and Chen, J.",Cell Signal,Identification of CERS5 as a molecular biomarker in pan-cancer through multiple omics integrative analysis,2024,,38244710,https://www.ncbi.nlm.nih.gov/pubmed/38244710,4.4
"Wang, Y., Peng, L. and Wang, F.",Cancer Biol Ther,M6A-mediated molecular patterns and tumor microenvironment infiltration characterization in nasopharyngeal carcinoma,2024,PMC10978033,38532632,https://www.ncbi.nlm.nih.gov/pubmed/38532632,4.4
"Wu, X., Liu, P., Wang, Q., Sun, L. and Wang, Y.",Environ Toxicol,A prognostic model established using bile acid genes to predict the immunity and survival of patients with gastrointestinal cancer,2024,,38606991,https://www.ncbi.nlm.nih.gov/pubmed/38606991,4.4
"Xie, K., Chen, Z., Feng, J., Pan, L., Wang, N., Luo, J., Yao, Y., Ma, H., Feng, Y. and Jiang, W.",Front Pharmacol,Identification and validation of prognostic and immunotherapeutic responses in esophageal squamous carcinoma based on hypoxia phenotype-related genes,2024,PMC10955338,38515846,https://www.ncbi.nlm.nih.gov/pubmed/38515846,4.4
"Xie, Z., Qin, Y., Chen, X., Yang, S., Yang, J., Gui, L., Liu, P., He, X., Zhou, S., Zhang, C., Tang, L. and Shi, Y.",Target Oncol,Deciphering the Prognostic Significance of MYD88 and CD79B Mutations in Diffuse Large B-Cell Lymphoma: Insights into Treatment Outcomes,2024,,38643457,https://www.ncbi.nlm.nih.gov/pubmed/38643457,4.4
"Yang, X., Huang, K., Yang, D., Zhao, W. and Zhou, X.",Glob Chall,"Biomedical Big Data Technologies, Applications, and Challenges for Precision Medicine: A Review",2024,PMC10784210,38223896,https://www.ncbi.nlm.nih.gov/pubmed/38223896,4.4
"Zhang, J., Luo, Y., Wu, B., Huang, X., Zhao, M., Wu, N., Miao, J., Li, J., Zhu, L., Wu, D. and Shen, M.",Arthritis Res Ther,Identifying functional dysregulation of NOD2 variant Q902K in patients with Yao syndrome,2024,PMC10885518,38395960,https://www.ncbi.nlm.nih.gov/pubmed/38395960,4.4
"Zhong, Y., Cao, H., Li, W., Deng, J., Li, D. and Deng, J.",Environ Toxicol,An analysis of the prognostic role of reactive oxygen species-associated genes in breast cancer,2024,,38319140,https://www.ncbi.nlm.nih.gov/pubmed/38319140,4.4
"Zhou, Q., Tao, C., Ge, Y., Yuan, J., Pan, F., Lin, X. and Wang, R.",BMC Biol,A novel single-cell model reveals ferroptosis-associated biomarkers for individualized therapy and prognostic prediction in hepatocellular carcinoma,2024,PMC11163722,38853238,https://www.ncbi.nlm.nih.gov/pubmed/38853238,4.4
"Gao, L., Wei, Z., Ying, F., Huang, L., Zhang, J., Sun, S., Wang, Z., Cai, J. and Zhang, Y.",J Cell Mol Med,Glutamine metabolism prognostic index predicts tumour microenvironment characteristics and therapeutic efficacy in ovarian cancer,2024,PMC10951877,38506093,https://www.ncbi.nlm.nih.gov/pubmed/38506093,4.3
"Huan, Q., Cheng, S., Ma, H. F., Zhao, M., Chen, Y. and Yuan, X.",J Cell Mol Med,Machine learning-derived identification of prognostic signature for improving prognosis and drug response in patients with ovarian cancer,2024,PMC10805490,37994489,https://www.ncbi.nlm.nih.gov/pubmed/37994489,4.3
"Huang, R., Han, B., Zhang, Y., Yang, J., Wang, K., Liu, X. and Wang, Z.",J Cell Mol Med,Pathway-based stratification of gliomas uncovers four subtypes with different TME characteristics and prognosis,2024,PMC11015396,38613347,https://www.ncbi.nlm.nih.gov/pubmed/38613347,4.3
"Nguyen, H. T. L., Kohl, E., Bade, J., Eng, S. E., Tosevska, A., Al Shihabi, A., Tebon, P. J., Hong, J. J., Dry, S., Boutros, P. C., Panossian, A., Gosline, S. J. C. and Soragni, A.",Cell Rep Methods,A platform for rapid patient-derived cutaneous neurofibroma organoid establishment and screening,2024,PMC11133839,38744290,https://www.ncbi.nlm.nih.gov/pubmed/38744290,4.3
"Pan, X., Xu, J. and Zhou, Y.",J Cell Mol Med,"Multifaceted role of FAM210B in hepatocellular carcinoma: Implications for tumour progression, microenvironment modulation and therapeutic selection",2024,PMC11358035,39198940,https://www.ncbi.nlm.nih.gov/pubmed/39198940,4.3
"Sun, W., Xu, P., Gao, K., Lian, W. and Sun, X.",J Cell Mol Med,Comprehensive analysis of the interaction of antigen presentation during anti-tumour immunity and establishment of AIDPS systems in ovarian cancer,2024,PMC11015395,38613345,https://www.ncbi.nlm.nih.gov/pubmed/38613345,4.3
"Tan, X., Chen, S., Luo, Q., You, S., Yuan, H. and Wang, J.",J Cell Mol Med,Identification of metabolism terms significantly affecting hepatocellular carcinoma immune microenvironment and immunotherapy response,2024,PMC10805494,37944063,https://www.ncbi.nlm.nih.gov/pubmed/37944063,4.3
"Wang, K., Ding, Y., Liu, Y., Ma, M., Wang, J., Kou, Z., Liu, S., Jiang, B. and Hou, S.",J Cell Mol Med,"CPA4 as a biomarker promotes the proliferation, migration and metastasis of clear cell renal cell carcinoma cells",2024,PMC10945090,38494845,https://www.ncbi.nlm.nih.gov/pubmed/38494845,4.3
"Wei, L., He, P., Tan, Z., Lin, C. and Wei, Z.",J Cell Mol Med,"Comprehensively analysis of IL33 in hepatocellular carcinoma prognosis, immune microenvironment and biological role",2024,PMC11196832,38923705,https://www.ncbi.nlm.nih.gov/pubmed/38923705,4.3
"Xu, J., Dong, X., Dong, J., Peng, Y., Xing, M., Chen, L., Zhao, Q. and Chen, B.",J Cell Mol Med,Leveraging diverse cellular stress patterns for predicting clinical outcomes and therapeutic responses in patients with multiple myeloma,2024,PMC11381192,39245797,https://www.ncbi.nlm.nih.gov/pubmed/39245797,4.3
"Xu, S., Xing, J., Li, K., Qiao, L., Zhang, C., Ren, Y. and Liu, Y.",J Cell Mol Med,Pan-cancer analysis of DCTN2 and its tumour-promoting role in HCC by modulating the AKT pathway,2024,PMC11154834,38842133,https://www.ncbi.nlm.nih.gov/pubmed/38842133,4.3
"Xu, W., Tang, Y., Yang, Y., Wang, C., Liu, C., Zhang, J., Zhao, L. and Wang, G.",J Cell Mol Med,Depletion of CPNE7 sensitizes colorectal cancer to 5-fluorouracil by downregulating ATG9B expression,2024,PMC10962129,38526029,https://www.ncbi.nlm.nih.gov/pubmed/38526029,4.3
"Yang, J., Wang, M. M., Deng, D. P., Lin, H., Su, Y., Shao, C. X., Li, S. H., Yu, Z. H., Liu, H. K. and Su, Z.",Inorg Chem,Consolidating Organometallic Complex Ir-CA Empowers Mitochondria-Directed Chemotherapy against Resistant Cancer via Stemness and Metastasis Inhibition,2024,,38452249,https://www.ncbi.nlm.nih.gov/pubmed/38452249,4.3
"Zhang, W., Liu, J., Ren, X., Zhang, Z., Zhou, M., Li, Y., Wang, J., Li, Q., Zhu, Q. and Wu, G.",J Cell Mol Med,Identification of the novel markers of PPAR signalling affecting immune microenvironment and immunotherapy response of lung adenocarcinoma patients,2024,PMC10902583,37556076,https://www.ncbi.nlm.nih.gov/pubmed/37556076,4.3
"Chen, L., Tang, Z., Fu, L., Xie, Y., Xu, J., Xia, H., Xia, T. and Wang, M.",J Inflamm Res,The Critical Role of Pyroptosis in Peri-Implantitis,2024,PMC10944294,38495343,https://www.ncbi.nlm.nih.gov/pubmed/38495343,4.2
"Guo, C., Yang, X. and Li, L.",J Inflamm Res,Pyroptosis-Related Gene Signature Predicts Prognosis and Response to Immunotherapy and Medication in Pediatric and Young Adult Osteosarcoma Patients,2024,PMC10807455,38269108,https://www.ncbi.nlm.nih.gov/pubmed/38269108,4.2
"Li, Y., Jiang, M., Wei, Y., He, X., Li, G., Lu, C. and Ge, D.",J Inflamm Res,Integrative Analyses of Pyrimidine Salvage Pathway-Related Genes Revealing the Associations Between UPP1 and Tumor Microenvironment,2024,PMC10777732,38204987,https://www.ncbi.nlm.nih.gov/pubmed/38204987,4.2
"Long, X., Li, F., Tang, S., Liu, J., Fu, Y. and Feng, Y.",J Inflamm Res,scRNA-Seq and Bulk-Seq Analysis Identifies S100A9 Plasma Cells as a Potentially Effective Immunotherapeutic Agent for Multiple Myeloma,2024,PMC10936735,38481477,https://www.ncbi.nlm.nih.gov/pubmed/38481477,4.2
"Wang, S., Qin, W., Cheng, T., Zeng, C., Chen, X. and Xu, Y.",J Inflamm Res,Suppression of P53 Pathway is an Important Factor Inducing Acute Graft-versus-Host Disease Through T Cell Activation Based on Bioinformatics Analysis,2024,PMC11214571,38948198,https://www.ncbi.nlm.nih.gov/pubmed/38948198,4.2
"Wei, H., Luo, X., Lan, R., Xiong, Y., Yang, S., Wang, S., Yang, L. and Lv, Y.",Methods,Integrated analysis of patients with bladder cancer from prospective transcription factor activity: Implications for personalized treatment approaches,2024,,39079653,https://www.ncbi.nlm.nih.gov/pubmed/39079653,4.2
"Zheng, X., Wang, Y. and Qiu, X.",Eur J Pharmacol,"Comprehensive analysis of MAPK genes in the prognosis, immune characteristics, and drug treatment of renal clear cell carcinoma using bioinformatic analysis and Mendelian randomization",2024,,39038636,https://www.ncbi.nlm.nih.gov/pubmed/39038636,4.2
"Brown, J. A., Faley, S. L., Judge, M., Ward, P., Ihrie, R. A., Carson, R., Armstrong, L., Sahin, M., Wikswo, J. P., Ess, K. C. and Neely, M. D.",J Neurodev Disord,Rescue of impaired blood-brain barrier in tuberous sclerosis complex patient derived neurovascular unit,2024,PMC11112784,38783199,https://www.ncbi.nlm.nih.gov/pubmed/38783199,4.1
"Duan, Z., Feng, J., Guan, Y., Li, S., Wu, B., Shao, Y., Ma, Z., Hu, Z., Xiang, L., Zhu, M., Fan, X. and Qi, X.",Brain Commun,Enrichment of oligodendrocyte precursor phenotypes in subsets of low-grade glioneuronal tumours,2024,PMC11099663,38764775,https://www.ncbi.nlm.nih.gov/pubmed/38764775,4.1
"Ito, T., Saito, A., Kamikawa, Y., Nakazawa, N. and Imaizumi, K.",Mol Cancer Res,AIbZIP/CREB3L4 Promotes Cell Proliferation via the SKP2-p27 Axis in Luminal Androgen Receptor Subtype Triple-Negative Breast Cancer,2024,PMC10985479,38236913,https://www.ncbi.nlm.nih.gov/pubmed/38236913,4.1
"Lin, K., Chowdhury, S., Zeineddine, M. A., Zeineddine, F. A., Hornstein, N. J., Villarreal, O. E., Maru, D. M., Haymaker, C. L., Vauthey, J. N., Chang, G. J., Bogatenkova, E., Menter, D., Kopetz, S. and Shen, J. P.",Mol Cancer Res,Identification of Colorectal Cancer Cell Stemness from Single-Cell RNA Sequencing,2024,PMC10987274,38156967,https://www.ncbi.nlm.nih.gov/pubmed/38156967,4.1
"Mahieu, C. I., Mancini, A. G., Vikram, E. P., Planells-Palop, V., Joseph, N. M. and Tward, A. D.",Mol Cancer Res,"ORAOV1, CCND1, and MIR548K Are the Driver Oncogenes of the 11q13 Amplicon in Squamous Cell Carcinoma",2024,PMC10831340,37930255,https://www.ncbi.nlm.nih.gov/pubmed/37930255,4.1
"Nemes, K., Beno, A., Topolcsanyi, P., Mago, E., Fur, G. M. and Pongor, L. O. S.",J Biotechnol,Predicting drug response of small cell lung cancer cell lines based on enrichment analysis of complex gene signatures,2024,,38280466,https://www.ncbi.nlm.nih.gov/pubmed/38280466,4.1
"Oh, S., Nam, S. K., Lee, K. W., Lee, H. S., Park, Y., Kwak, Y., Lee, K. S., Kim, J. W., Kim, J. W., Kang, M., Park, Y. S., Ahn, S. H., Suh, Y. S., Park, D. J. and Kim, H. H.",Cancer Res Treat,Genomic and Transcriptomic Characterization of Gastric Cancer with Bone Metastasis,2024,PMC10789947,37591783,https://www.ncbi.nlm.nih.gov/pubmed/37591783,4.1
"Park, C., Kim, R., Choi, J., Kim, M., Kim, T. M., Han, I., Kim, J. I. and Kim, H. S.",Cancer Res Treat,Case Series of Soft Tissue Sarcoma Patients with Brain Metastasis with Implications from Genomic and Transcriptomic Analysis,2024,PMC11016652,37752792,https://www.ncbi.nlm.nih.gov/pubmed/37752792,4.1
"Pattalachinti, V. K., Ito, I., Chowdhury, S., Yousef, A., Gu, Y., Gunes, B. B., Salle, E. R., Taggart, M. W., Fournier, K., Fowlkes, N. W. and Shen, J. P.",Mol Cancer Res,Peritoneal Microenvironment Promotes Appendiceal Adenocarcinoma Growth: A Multi-omics Approach Using Patient-Derived Xenografts,2024,PMC10987270,38226984,https://www.ncbi.nlm.nih.gov/pubmed/38226984,4.1
"Tiburcio, P. D. B., Desai, K., Kim, J., Zhou, Q., Guo, L., Xiao, X., Zhou, L., Yuksel, A., Catchpoole, D. R., Amatruda, J. F., Xu, L. and Chen, K. S.",Mol Cancer Res,DROSHA Regulates Mesenchymal Gene Expression in Wilms Tumor,2024,PMC11296922,38647377,https://www.ncbi.nlm.nih.gov/pubmed/38647377,4.1
"van den Berg, M. C., Berg, H. F., Stokowy, T., Hoivik, E. A., Woie, K., Engerud, H., Ojesina, A. I., Haldorsen, I. S., Trovik, J., Bertelsen, B. I., Krakstad, C. and Halle, M. K.",Int J Gynecol Cancer,Expression patterns of mismatch repair proteins in cervical cancer uncover independent prognostic value of MSH-2,2024,PMC11228214,38950928,https://www.ncbi.nlm.nih.gov/pubmed/38950928,4.1
